id,year,thumbnail,image,largeImage,_label,_iiif,_Description,_Publication/creation,_Physical description,_Contributors,_Type/technique,_Subjects,_Attribution and usage,keywords,_Notes,
dc7a9515786c76adc8e5922f352a8d86,,"https://iiif.wellcomecollection.org/image/b20186721_0001.jp2/full/97,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b20186721_0001.jp2/full/779,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20186721_0001.jp2/full/full/0/default.jpg,Sanax vibrator : 16.,https://iiif.wellcomecollection.org/presentation/b20186721,"<p>One of a series of at least 18 gummed paper stickers (poster stamps) advertising Sanax hand-held electric vibrators showing them being used by men and women on arms, legs, chest, chin etc. No.15 shows a man sitting, using the vibrator on the left side of his chest.</p>","[Place of publication not identified] : [publisher not identified], [between 1900 and 1909?]",1 broadside : color illustrations , 6  x 41 cm,,Ephemera,Vibrators,Wellcome Collection,"advertising Sanax hand,gummed paper stickers,poster stamps,chin etc",
265e1940220b0a9420ddf70cec72692c,,"https://iiif.wellcomecollection.org/image/b18043185_EPH_3A_19_0001.jp2/full/81,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b18043185_EPH_3A_19_0001.jp2/full/653,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b18043185_EPH_3A_19_0001.jp2/full/2609,4096/0/default.jpg",Leur rendre santé et joie : 3 fr. : [greenish brown] / Mutualité Postale.,https://iiif.wellcomecollection.org/presentation/b18043185,<p>3 franc Mutualité Postale charity stamp (ca. 1919?) sold to raise funds. The image implies for the rehabiltation of wounded servicemen.</p>,"Paris : Mutualité Postale, [1919?] (Paris : Jules Douy)",1 broadside : illustrations , 4 cm,Mutualité Postale.,Ephemera,Charities,Wellcome Collection,"Mutualité Postale,Leur rendre santé,santé et joie,Postale",
ac07302efe392cd8eba90c6fbff54b2a,,"https://iiif.wellcomecollection.org/image/b2867442x_0001.jp2/full/92,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b2867442x_0001.jp2/full/744,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b2867442x_0001.jp2/full/2973,4096/0/default.jpg","Privilege Pass : Live at the Amphitheatre : Saturday 12 noon-2pm : over 18's only / Take Care,  Radio Forth FM 97.3.",https://iiif.wellcomecollection.org/presentation/b2867442x,<p>Sheet of 9 silk sticker passes for the Live at the Amphitheatre event in Edinburgh (1992?) apparently promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign in conjunction with Radio Forth.</p>,[1992?],1 sheet , 30 x 21 cm,Lothian Health Board,Ephemera,Concerts,Wellcome Collection,"Radio Forth FM,Lothian Health Board,HIV prevention campaign,Privilege Pass","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
f4fab53f91f4b6b1c7b44d92f27930d6,,"https://iiif.wellcomecollection.org/image/b28508506_0001.jp2/full/99,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508506_0001.jp2/full/800,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28508506_0001.jp2/full/full/0/default.jpg,[Stickers showing toadstools (honningsvamp) Sold to raise funds for Danish Red Cross Week. ].,https://iiif.wellcomecollection.org/presentation/b28508506,,1994,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Stickers showing toadstools,Red Cross Week,Danish Red Cross,Wellcome Collection",,
f8ce0174220ec87222520b10b9b7072f,,"https://iiif.wellcomecollection.org/image/b28490952_0001.jp2/full/127,96/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490952_0001.jp2/full/1025,772/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490952_0001.jp2/full/full/0/default.jpg,"[British charity stamp showing Britannia, supporting a wounded soldier amidst battlefield carnage, watching an approaching, horse-drawn Red Cross ambulance].",https://iiif.wellcomecollection.org/presentation/b28490952,,[Between 1914 and 1918?],,,Ephemera,Fund Raising,Wellcome Collection,"Fund Raising,Wellcome Collection,drawn Red Cross,horse",,
f5641953f2a5c620a0b2c6d2f88ae28a,,"https://iiif.wellcomecollection.org/image/b28674376_0001.jp2/full/127,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674376_0001.jp2/full/1025,1020/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674376_0001.jp2/full/full/0/default.jpg,Take Care pack / LHB.,https://iiif.wellcomecollection.org/presentation/b28674376,<p>Sticker (for an information pack?) promoting the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>,[between 1990 and 1995?],1 sheet , 10 x 10 cm,Lothian Health Board,Ephemera,Safe Sex,Wellcome Collection,"Sticker,presentation,AIDS,Copy","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
04acc06f0da2b3c4cb4273ccf3b1a398,,"https://iiif.wellcomecollection.org/image/b28491038_0001.jp2/full/105,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491038_0001.jp2/full/844,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491038_0001.jp2/full/3376,4096/0/default.jpg","[Multiple sheet of 6 perforated 'stamp' stickers ""sold in aid of the Lord Mayor's Red Cross and St. John Fund."" Printed in magenta].",https://iiif.wellcomecollection.org/presentation/b28491038,,1940,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"John Fund,Lord Mayor,Multiple sheet,Red Cross",,
0188b31b5a8c8052b56fecb7aaf28312,,"https://iiif.wellcomecollection.org/image/b2849071x_0001.jp2/full/110,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b2849071x_0001.jp2/full/887,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b2849071x_0001.jp2/full/full/0/default.jpg,[Fund-raising sticker for the Daily Mail Red Cross Fund. Assistance].,https://iiif.wellcomecollection.org/presentation/b2849071x,,[Between 1914 and 1918],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Daily Mail Red,Red Cross Fund,Mail Red Cross,Fund",,
57aa5970c6a06b4e5c38f388910f0b4d,,"https://iiif.wellcomecollection.org/image/b16677067_0001.jp2/full/102,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b16677067_0001.jp2/full/823,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b16677067_0001.jp2/full/full/0/default.jpg,Deuxième congrès national des équipes C.R.F. de secourisme : les cinq fondateurs / [Croix-Rouge française].,https://iiif.wellcomecollection.org/presentation/b16677067,"<p>Presentation sheet of 5 stamps or gummed stickers commemorating 85 years (1864-1949) of the French Red Cross and the second national congress of its first aid teams, in Mulhouse, France. Unclear as to whether these were actual postage stamps, though each has 'France' in the upper left corner. Each stamp has an engraved portrait (Institut de Graveurs) of one of the founders : Gustave Moynier, Théodore Maunoir, Henri Dunant, Général G.-H. Dufour and Louis Appia. Printed in red and what appears to be a very dark green, but may be black that has changed with age.</p>","[Place of publication not identified] : [publisher not identified], 1949.","1 broadside : illustrations, portraits ; 17 cm",Croix-Rouge française.,Ephemera,Red Cross - history,Wellcome Collection,"les cinq fondateurs,national des équipes,Deuxième congrès national,les cinq",,
00f9a23bf24da245e48da83eb1f1d12a,,"https://iiif.wellcomecollection.org/image/b28663147_0001.jp2/full/87,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663147_0001.jp2/full/700,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663147_0001.jp2/full/2798,4096/0/default.jpg",5 geile regels / Buro GVO.,https://iiif.wellcomecollection.org/presentation/b28663147,<p>Sticker giving information about ways to prevent HIV infection.  Photograph of a man's erect penis above text.</p>,[approximately 1990?],1 sheet : monochrome , 15 x 10 cm,Buro GVO,Ephemera,Dildos,Wellcome Collection,"prevent HIV infection,geile regels,Buro GVO,Sticker giving",
15b0e49e3ebb9fbe0432fdc8b0142d6b,,"https://iiif.wellcomecollection.org/image/b28673943_0001.jp2/full/127,72/0/default.jpg","https://iiif.wellcomecollection.org/image/b28673943_0001.jp2/full/1025,583/0/default.jpg",https://iiif.wellcomecollection.org/image/b28673943_0001.jp2/full/full/0/default.jpg,"'HIV/AIDS Team', Lothian Health Board.",https://iiif.wellcomecollection.org/presentation/b28673943,<p>Small sticker for the Lothian Health Board HIV/AIDS Team.</p>,[between 1988 and 1997],1 sheet , 2 x 4 cm,Lothian Health Board. HIV/AIDS Team,Ephemera,HIV Seropositivity,Wellcome Collection,"Lothian Health Board,AIDS Team,Health Board HIV,AIDS","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
7b1beddb12e50d7211cd7cf1fbc2c997,,"https://iiif.wellcomecollection.org/image/b28673943_0002.jp2/full/127,71/0/default.jpg","https://iiif.wellcomecollection.org/image/b28673943_0002.jp2/full/1025,568/0/default.jpg",https://iiif.wellcomecollection.org/image/b28673943_0002.jp2/full/full/0/default.jpg,"'HIV/AIDS Team', Lothian Health Board.",https://iiif.wellcomecollection.org/presentation/b28673943,<p>Small sticker for the Lothian Health Board HIV/AIDS Team.</p>,[between 1988 and 1997],1 sheet , 2 x 4 cm,Lothian Health Board. HIV/AIDS Team,Ephemera,HIV Seropositivity,Wellcome Collection,"Lothian Health Board,AIDS Team,Health Board HIV,AIDS","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
24b6478c91b40351a6d55af582ead794,,"https://iiif.wellcomecollection.org/image/b28510057_0001.jp2/full/114,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28510057_0001.jp2/full/914,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28510057_0001.jp2/full/full/0/default.jpg,"[British Red Cross Society / Order of St. John sticker, as used in 1992].",https://iiif.wellcomecollection.org/presentation/b28510057,,1992,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"British Red Cross,Red Cross Society,Wellcome Collection,John sticker",,
653a3db6b3af133fd9690cd795916830,,"https://iiif.wellcomecollection.org/image/b1642766x_0001.jp2/full/108,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b1642766x_0001.jp2/full/866,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b1642766x_0001.jp2/full/3463,4096/0/default.jpg","This is a genuine halogen hob : it cooks by light, is easy to clean, and has the lowest simmer available : beware of imitations / Tricity Bendix.",https://iiif.wellcomecollection.org/presentation/b1642766x,<p>Colour sticker advertising Tricity Bendix cooker hobs.</p>,"[Luton] : Tricity Bendix, [1992]",1 broadside : color illustrations , 22 cm,Tricity Bendix.,Ephemera,Cooking,Wellcome Collection,"Tricity Bendix,genuine halogen hob,lowest simmer available,Bendix",
9807478263f8a067abad10650838b179,,"https://iiif.wellcomecollection.org/image/b20161153_0001.jp2/full/95,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b20161153_0001.jp2/full/768,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b20161153_0001.jp2/full/full/0/default.jpg,British Red Cross Society 1914 : [man in uniform driving horse-drawn ambulance wagon].,https://iiif.wellcomecollection.org/presentation/b20161153,<p>One of a series of gummed stamps or seals that were sold to raise funds for the British Red Cross at the start of the first world war.</p>,"[Place of publication not identified] : [publisher not identified], 1914.",1 broadside : color illustrations , 6 cm,,Ephemera,"World War, 1914-1918",Wellcome Collection,"British Red Cross,Red Cross Society,uniform driving horse,drawn ambulance",
0b9c384944bf2a0e53045b7854978dd3,,"https://iiif.wellcomecollection.org/image/b28663238_0001.jp2/full/128,58/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663238_0001.jp2/full/1025,464/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663238_0001.jp2/full/4096,1856/0/default.jpg",Keep talking safer sex / London Lesbian and Gay Switchboard.,https://iiif.wellcomecollection.org/presentation/b28663238,,[1992?],1 sheet , 9 x 21 cm,London Lesbian and Gay Switchboard,Ephemera,Safe Sex,Wellcome Collection,"London Lesbian,Gay Switchboard,Wellcome Collection,London",
8c699fc5b3ae02d3195d62a732868df3,,"https://iiif.wellcomecollection.org/image/b28673967_0001.jp2/full/128,62/0/default.jpg","https://iiif.wellcomecollection.org/image/b28673967_0001.jp2/full/1025,499/0/default.jpg","https://iiif.wellcomecollection.org/image/b28673967_0001.jp2/full/4096,1994/0/default.jpg",B.Y.O.C. : Bring Your Own Condom.,https://iiif.wellcomecollection.org/presentation/b28673967,<p>Sticker promoting condom use (and safe sex).</p>,[between 1988 and 1997],1 sheet : black and white , 4 x 8 cm,,Ephemera,Condoms,Wellcome Collection,"Wellcome Collection,Copy,Condom,February","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
7560e428d9b9aead69c8f8d6ea081010,,"https://iiif.wellcomecollection.org/image/b28490939_0001.jp2/full/95,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490939_0001.jp2/full/767,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490939_0001.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Army Service Corps, The Gordon Highlanders and the King's Own Scottish Borderers].",https://iiif.wellcomecollection.org/presentation/b28490939,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Army Service Corps,Society Scottish Branch,Cross Society Scottish,British Red Cross",,
32a0f5c8beb2e95a9b2156d849faa6d7,,"https://iiif.wellcomecollection.org/image/b28490939_0002.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490939_0002.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490939_0002.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Army Service Corps, The Gordon Highlanders and the King's Own Scottish Borderers].",https://iiif.wellcomecollection.org/presentation/b28490939,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Army Service Corps,Society Scottish Branch,Cross Society Scottish,British Red Cross",,
325bce079e558ed01a88358078ad030e,,"https://iiif.wellcomecollection.org/image/b28490939_0003.jp2/full/98,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490939_0003.jp2/full/792,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490939_0003.jp2/full/full/0/default.jpg,"[3 fund raising stickers for the British Red Cross Society Scottish Branch featuring the arms of the Army Service Corps, The Gordon Highlanders and the King's Own Scottish Borderers].",https://iiif.wellcomecollection.org/presentation/b28490939,,[Between 1914 and 1918?],,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Army Service Corps,Society Scottish Branch,Cross Society Scottish,British Red Cross",,
a5dca8eaa51be700fb9fdf7a552fbc0a,,"https://iiif.wellcomecollection.org/image/b28491117_0001.jp2/full/99,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491117_0001.jp2/full/795,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491117_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. de Maud'Huy].,https://iiif.wellcomecollection.org/presentation/b28491117,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
6d2c5ad27f0b3aaf52090bbe39731d66,,"https://iiif.wellcomecollection.org/image/b29222710_0001.jp2/full/127,42/0/default.jpg","https://iiif.wellcomecollection.org/image/b29222710_0001.jp2/full/1025,337/0/default.jpg",https://iiif.wellcomecollection.org/image/b29222710_0001.jp2/full/full/0/default.jpg,Take care of the one you [heart].,https://iiif.wellcomecollection.org/presentation/b29222710,"<p>Window sticker printed on clear plastic with black text, white background and a pink heart. Part of the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>",[between 1990 and 1995?],1 sheet : colour , 9 x 32 cm,Take Care (Health Campaign),Ephemera,Safe Sex,Wellcome Collection,"Window sticker,presentation,care,Window","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
36e11419652c13cab8c156e8b2059464,,"https://iiif.wellcomecollection.org/image/b28663755_0001.jp2/full/88,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28663755_0001.jp2/full/712,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28663755_0001.jp2/full/full/0/default.jpg,Choose safer sex.,https://iiif.wellcomecollection.org/presentation/b28663755,"<p>Sheet of 8 stickers promoting safe sex. Issued by the Health Education Authority, probably in late 1994.</p>",[1994?],1 sheet , 21 x 14 cm,Health Education Authority (Great Britain),Ephemera,Safe Sex,Wellcome Collection,"Health Education Authority,Choose safer sex,stickers promoting safe,Wellcome Collection",
653fe189fb331b31c7f9e78fb193a6b3,,"https://iiif.wellcomecollection.org/image/b29222795_0001.jp2/full/101,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b29222795_0001.jp2/full/810,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b29222795_0001.jp2/full/3237,4096/0/default.jpg",Stop AIDS.,https://iiif.wellcomecollection.org/presentation/b29222795,<p>Sticker promoting safer sex and condom use. The 'o' of 'stop' is a rolled condom. This one is stuck onto an envelope (26 x 33 cm) posted from New York to London on 3 November 1988.</p>,1988,"1 sheet : colour (black, white and pink) ; 4 x 5 cm",,Ephemera,Safe Sex,Wellcome Collection,"Stop,Sticker promoting safer,presentation,Sticker",,
43f0461e29fed8687494494cd4db3c1c,,"https://iiif.wellcomecollection.org/image/b15689116_EPH_34_7_0001.jp2/full/128,91/0/default.jpg","https://iiif.wellcomecollection.org/image/b15689116_EPH_34_7_0001.jp2/full/1025,733/0/default.jpg","https://iiif.wellcomecollection.org/image/b15689116_EPH_34_7_0001.jp2/full/4096,2931/0/default.jpg","Von/ from WAK-Chemie Medical GmbH, Hessenring 63, D-61348 Bad Homburg v.d.H., Germany.",https://iiif.wellcomecollection.org/presentation/b15689116,"<p>Plain white envelope bearing 2 adhesive backed labels from WAK-Chemie Medical. The larger is on white paper and bears the addresses of the company and the addressee. The other advertises their products (RNA isolation reagents, DNA isolation reagents, Lamda DNA isolation from phages, simultaneous isolation of RNA and DNA).</p>","Bad Homburg : WAK-Chemie Medical, [1994?]",1 label , 11 x 15 cm,WAK-Chemie Medical (Firm),Ephemera,Scientific apparatus and instruments,Wellcome Collection,"Chemie Medical GmbH,Bad Homburg,Chemie,WAK",Sent on 14 January 1994.
fc08043cc6fb9d158ad7bdb84627145f,,"https://iiif.wellcomecollection.org/image/b28665120_0001.jp2/full/92,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28665120_0001.jp2/full/737,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b28665120_0001.jp2/full/2946,4096/0/default.jpg","Take care of the one you love : condoms can prevent AIDS, cervical cancer, chlamydia, gonorrhoea, syphilis, other S.T.D.s & pregnancy.",https://iiif.wellcomecollection.org/presentation/b28665120,<p>Sticker promoting condom use to prevent infection. Issued by the National AIDS Council.</p>,[1992?],1 sheet : monochrome , 10 x 7 cm,National AIDS Council (Great Britain),Ephemera,Condoms,Wellcome Collection,"cervical cancer,chlamydia,gonorrhoea,syphilis",
4b0cb1554df0091291727814a79ca13a,,"https://iiif.wellcomecollection.org/image/b28664577_0001.jp2/full/128,127/0/default.jpg","https://iiif.wellcomecollection.org/image/b28664577_0001.jp2/full/1025,1019/0/default.jpg",https://iiif.wellcomecollection.org/image/b28664577_0001.jp2/full/full/0/default.jpg,"Get it on : with pride! / CHAPS, Terrence Higgins Trust.",https://iiif.wellcomecollection.org/presentation/b28664577,,[2010],1 sheet , cm,CHAPS (Organization),Ephemera,Safe Sex,Wellcome Collection,"CHAPS,Terrence Higgins Trust,Wellcome Collection,pride",Sticker (for Gay Pride 2010) promoting safer sex (a condom shape is part of the letter 'n').
87f7d9fdb3e478ddb382e2273f89e80c,,"https://iiif.wellcomecollection.org/image/b28674650_0001.jp2/full/114,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28674650_0001.jp2/full/920,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28674650_0001.jp2/full/full/0/default.jpg,[Taking Care campaign symbol rectangular sticker].,https://iiif.wellcomecollection.org/presentation/b28674650,<p>Rectangular sticker of the Edinburgh 'Take Care' AIDS / HIV prevention campaign red and magenta symbol.</p>,[between 1990 and 1997?],1 sheet , 10 x 9 cm,Take Care (Health Campaign),Ephemera,Health Education,Wellcome Collection,"Taking Care campaign,HIV prevention campaign,AIDS,Care","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
bb32ca0b99ebea17f63513a82c66b9bf,,"https://iiif.wellcomecollection.org/image/b28491154_0001.jp2/full/102,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28491154_0001.jp2/full/820,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28491154_0001.jp2/full/full/0/default.jpg,[Stamp-like sticker sold to raise funds for the French Red Cross. Bearing a portrait of: Gal. Sarrail].,https://iiif.wellcomecollection.org/presentation/b28491154,,[Between 1914 and 1918?],,,Ephemera,"World War, 1914-1918",Wellcome Collection,"French Red Cross,Stamp,Gal,Collection",,
0e4ff4ccf3bfea5d6882e9b720e4c977,,"https://iiif.wellcomecollection.org/image/b29222734_0001.jp2/full/128,33/0/default.jpg","https://iiif.wellcomecollection.org/image/b29222734_0001.jp2/full/1025,265/0/default.jpg",https://iiif.wellcomecollection.org/image/b29222734_0001.jp2/full/full/0/default.jpg,Still into safer sex?,https://iiif.wellcomecollection.org/presentation/b29222734,"<p>Window sticker printed on clear plastic with black text, white background and a blue and pink campaign symbol. Part of the Edinburgh 'Take Care' AIDS / HIV prevention campaign.</p>",[between 1990 and 1995?],1 sheet : colour , 7 x 32 cm,Take Care (Health Campaign),Ephemera,Safe Sex,Wellcome Collection,"Window sticker,pink campaign symbol,presentation,Care","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
afe3aa61a8436109864a4bb3ecd07123,,"https://iiif.wellcomecollection.org/image/b28673955_0001.jp2/full/128,72/0/default.jpg","https://iiif.wellcomecollection.org/image/b28673955_0001.jp2/full/1025,583/0/default.jpg",https://iiif.wellcomecollection.org/image/b28673955_0001.jp2/full/full/0/default.jpg,Take care pack.,https://iiif.wellcomecollection.org/presentation/b28673955,<p>Small sticker (possibly for a pack of free condoms issued as part of Lothian Health's 'Take care' campaign against AIDs and HIV).</p>,[between 1988 and 1997],1 sheet , 2 x 4 cm,,Ephemera,,Wellcome Collection,"Copy,Wellcome Collection,February,Small sticker","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
f4e552a9c5b81fac563ae9568931d99a,,"https://iiif.wellcomecollection.org/image/b28673955_0002.jp2/full/128,72/0/default.jpg","https://iiif.wellcomecollection.org/image/b28673955_0002.jp2/full/1025,583/0/default.jpg",https://iiif.wellcomecollection.org/image/b28673955_0002.jp2/full/full/0/default.jpg,Take care pack.,https://iiif.wellcomecollection.org/presentation/b28673955,<p>Small sticker (possibly for a pack of free condoms issued as part of Lothian Health's 'Take care' campaign against AIDs and HIV).</p>,[between 1988 and 1997],1 sheet , 2 x 4 cm,,Ephemera,,Wellcome Collection,"Copy,Wellcome Collection,February,Small sticker","Copy 1. Acquired from Lothian Health Services Archive, February 2001."
4e2c8b9308771a726c616e5fb54dc899,,"https://iiif.wellcomecollection.org/image/b17483359_0001.jp2/full/127,93/0/default.jpg","https://iiif.wellcomecollection.org/image/b17483359_0001.jp2/full/1025,747/0/default.jpg","https://iiif.wellcomecollection.org/image/b17483359_0001.jp2/full/4095,2985/0/default.jpg",Swap star ... : [Change4life sticker sheet] / produced by COI for the Department of Health.,https://iiif.wellcomecollection.org/presentation/b17483359,<p>Sheet of 48 circular stickers of slogans and simple illustrations of exercising or healthy foods on a bright yellow background. Issued as part of the Dept. of Health's Change4life initiative.</p>,"[London?] : Dept. of Health, 2010.",1 broadside : color illustrations , 21 x 30 cm,Great Britain. Department of Health.,Ephemera,Snack foods,Wellcome Collection,"Swap star,Health,sheet,Great Britain",Title from first sticker on sheet.
13079d91f91ed013aad06fdb30512976,,"https://iiif.wellcomecollection.org/image/b28508920_0001.jp2/full/128,121/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508920_0001.jp2/full/1025,969/0/default.jpg",https://iiif.wellcomecollection.org/image/b28508920_0001.jp2/full/full/0/default.jpg,"[Single, 'stamp' gummed sticker celebrating the stamp centenary exhibition and ""sold in aid of the Lord Mayor's Red Cross and St. John Fund."" Printed in purple].",https://iiif.wellcomecollection.org/presentation/b28508920,,1940,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"John Fund,Wellcome Collection,Red Cross,Lord Mayor",,
bb495725a56c94c850dc49ddfae2c8f7,,"https://iiif.wellcomecollection.org/image/b28508518_0001.jp2/full/102,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28508518_0001.jp2/full/819,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28508518_0001.jp2/full/full/0/default.jpg,[Stickers showing toadstools (rød fluesvamp). Sold to raise funds for Danish Red Cross Week. ].,https://iiif.wellcomecollection.org/presentation/b28508518,,1994,,,Ephemera,Red Cross and Red Crescent,Wellcome Collection,"Stickers showing toadstools,rød fluesvamp,Stickers,Wellcome Collection",,
29d527fbfbc6e046c1a663f5c017f7a7,,"https://iiif.wellcomecollection.org/image/b15383027_EPH_3_6_0001.jp2/full/114,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b15383027_EPH_3_6_0001.jp2/full/919,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b15383027_EPH_3_6_0001.jp2/full/full/0/default.jpg,Ex-Services Mental Welfare Society [sticker].,https://iiif.wellcomecollection.org/presentation/b15383027,"<p>Sticker printed in blue and magenta featuring 4 coats of arms (army, navy, air force and the society?) on a red cross with the name of the society below.</p>","[S.l.] : Ex-Services Mental Welfare Society, [1992?]",1 piece , 4 cm.,Ex-Services Mental Welfare Society.,Stickers,Military Personnel,Wellcome Collection,"Services Mental Welfare,Mental Welfare Society,Sticker printed,Society",
91879b2369ce2426417bd563a20de6e8,,"https://iiif.wellcomecollection.org/image/b28490988_0001.jp2/full/90,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b28490988_0001.jp2/full/720,1025/0/default.jpg",https://iiif.wellcomecollection.org/image/b28490988_0001.jp2/full/full/0/default.jpg,[Fund raising sticker for the Austrian Red Cross featuring Tegetthoff (?)].,https://iiif.wellcomecollection.org/presentation/b28490988,,1914,,,Ephemera,Fund Raising,Wellcome Collection,"Austrian Red Cross,Cross featuring Tegetthoff,Red Cross featuring,Fund raising sticker",,
4c81a857ed38eaf7bcd6587d889787d4,,"https://iiif.wellcomecollection.org/image/b28676373_0001.jp2/full/128,78/0/default.jpg","https://iiif.wellcomecollection.org/image/b28676373_0001.jp2/full/1025,628/0/default.jpg","https://iiif.wellcomecollection.org/image/b28676373_0001.jp2/full/4096,2511/0/default.jpg",Ça change quoi pour toi?,https://iiif.wellcomecollection.org/presentation/b28676373,<p>Small sticker with a slogan and a QR code issued as part of a 2013 promotional campaign run by Crips Île-de-France challenging people's prejudices about what LGBT people are like.</p>,[2013],1 sheet , 5 x 9 cm,Crips Île-de-France,Ephemera,Gay men,Wellcome Collection,"Crips Île,France challenging people,Small sticker,Copy","Copy 1. Purchased from Gerard Koskovich, January 2015."
884809513e9047234f54f74221101949,,"https://iiif.wellcomecollection.org/image/b15504712_0001.jp2/full/83,128/0/default.jpg","https://iiif.wellcomecollection.org/image/b15504712_0001.jp2/full/666,1025/0/default.jpg","https://iiif.wellcomecollection.org/image/b15504712_0001.jp2/full/2664,4096/0/default.jpg",Stop illegal poisoning of our wildlife / [Dept. of the Environment].,https://iiif.wellcomecollection.org/presentation/b15504712,"<p>Coloured sticker on brown backing sheet. Upper half is an illustration of a country scene (trees, hills, clouds, sky) with birds flying above it. The caption fills the lower half. Printed in black and green on white paper with adhesive backing.</p>","[S.l. : Dept. of the Environment, 1991]",1 sticker : col. ill. , 5 x 2 cm.,Great Britain. Department of the Environment.,Stickers,Poisoning - prevention & control,Wellcome Collection,"Dept,Stop illegal poisoning,Environment,poisoning","Part of the stationery produced by the DoE in their 1991 Stop illegal poisoning of our wildlife' campaign. Posters, postcards and leaflets were also produced."
